,DATE,SGG,NO2,O3,CO,SO2,PM10
0,2010-01-01,강남,0.034636,0.007273,0.609091,0.006864,33.090909
1,2010-01-02,강남,0.034,0.008727,0.627273,0.0075,54.363636
2,2010-01-03,강남,0.032636,0.015818,0.627273,0.007182,47.363636
3,2010-01-04,강남,0.035182,0.012182,0.581818,0.004909,37.454545
4,2010-01-05,강남,0.027,0.021182,0.5,0.006364,49.454545
5,2010-01-06,강남,0.035636,0.015091,0.563636,0.005727,39.818182
6,2010-01-07,강남,0.051,0.008818,0.804545,0.007,58.909091
7,2010-01-08,강남,0.067273,0.006,1.068182,0.007727,81.090909
8,2010-01-09,강남,0.072636,0.003182,1.090909,0.007273,83.272727
9,2010-01-10,강남,0.060909,0.004091,0.972727,0.007727,75.545455
10,2010-01-11,강남,0.053091,0.008,0.990909,0.008045,77.363636
11,2010-01-12,강남,0.028636,0.018909,0.463636,0.007227,33.636364
12,2010-01-13,강남,0.026,0.019818,0.490909,0.007455,36.363636
13,2010-01-14,강남,0.050545,0.006818,0.809091,0.007182,47.454545
14,2010-01-15,강남,0.050545,0.008545,0.827273,0.008318,57.636364
15,2010-01-16,강남,0.053818,0.008182,0.881818,0.007773,58.636364
16,2010-01-17,강남,0.064364,0.006091,1.045455,0.007682,55.909091
17,2010-01-18,강남,0.071727,0.002273,1.109091,0.008636,80.272727
18,2010-01-19,강남,0.066273,0.003273,1.095455,0.008682,89.318182
19,2010-01-20,강남,0.066818,0.001636,1.136364,0.006818,63.363636
20,2010-01-21,강남,0.022909,0.020273,0.427273,0.004909,40.181818
21,2010-01-22,강남,0.023182,0.019545,0.381818,0.005636,39.818182
22,2010-01-23,강남,0.032909,0.014545,0.481818,0.007273,48.363636
23,2010-01-24,강남,0.036818,0.012091,0.609091,0.008955,56.727273
24,2010-01-25,강남,0.027273,0.017182,0.545455,0.009045,99.090909
25,2010-01-26,강남,0.040091,0.011636,0.6,0.007182,54.727273
26,2010-01-27,강남,0.052273,0.003273,0.922727,0.006364,52.818182
27,2010-01-28,강남,0.034091,0.011909,0.554545,0.007273,53.181818
28,2010-01-29,강남,0.034182,0.014545,0.536364,0.006545,45.363636
29,2010-01-30,강남,0.046818,0.007818,0.754545,0.0095,79.181818
30,2010-01-31,강남,0.053636,0.003273,1.059091,0.008909,96.545455
31,2010-02-01,강남,0.04,0.010182,0.872727,0.007773,98.227273
32,2010-02-02,강남,0.020364,0.025455,0.327273,0.004455,26.0
33,2010-02-03,강남,0.025091,0.020727,0.445455,0.006545,40.0
34,2010-02-04,강남,0.036909,0.014182,0.572727,0.007227,46.545455
35,2010-02-05,강남,0.028182,0.020455,0.436364,0.006364,38.727273
36,2010-02-06,강남,0.040455,0.011727,0.6,0.006273,49.909091
37,2010-02-07,강남,0.055545,0.006545,0.963636,0.007273,55.454545
38,2010-02-08,강남,0.062182,0.002545,1.036364,0.008227,64.909091
39,2010-02-09,강남,0.048545,0.002,1.018182,0.0065,61.272727
40,2010-02-10,강남,0.042636,0.004545,0.718182,0.005182,31.272727
41,2010-02-11,강남,0.027545,0.018545,0.418182,0.003545,9.090909
42,2010-02-12,강남,0.032818,0.015727,0.454545,0.003636,19.363636
43,2010-02-13,강남,0.024091,0.030273,0.418182,0.004818,32.181818
44,2010-02-14,강남,0.035364,0.018909,0.527273,0.005455,36.545455
45,2010-02-15,강남,0.028,0.027273,0.572727,0.008,57.272727
46,2010-02-16,강남,0.031727,0.022273,0.445455,0.005364,42.363636
47,2010-02-17,강남,0.047818,0.011364,0.681818,0.007182,54.545455
48,2010-02-18,강남,0.028636,0.023818,0.481818,0.007091,61.909091
49,2010-02-19,강남,0.041364,0.015818,0.536364,0.007182,57.545455
50,2010-02-20,강남,0.049455,0.013818,0.763636,0.009,75.181818
51,2010-02-21,강남,0.045727,0.020727,0.772727,0.007682,63.909091
52,2010-02-22,강남,0.048455,0.020091,0.645455,0.007364,73.0
53,2010-02-23,강남,0.061,0.010182,0.922727,0.007591,85.909091
54,2010-02-24,강남,0.063091,0.012909,0.954545,0.007864,79.909091
55,2010-02-25,강남,0.039545,0.010273,0.572727,0.005273,34.181818
56,2010-02-26,강남,0.036727,0.010273,0.636364,0.004636,32.727273
57,2010-02-27,강남,0.033182,0.009727,0.618182,0.004273,42.181818
58,2010-02-28,강남,0.031636,0.015909,0.581818,0.006455,60.818182
59,2010-03-01,강남,0.021909,0.029909,0.445455,0.004091,27.545455
60,2010-03-02,강남,0.033,0.018455,0.518182,0.003818,29.363636
61,2010-03-03,강남,0.039636,0.019636,0.718182,0.006273,94.045455
62,2010-03-04,강남,0.032455,0.019273,0.518182,0.003636,31.090909
63,2010-03-05,강남,0.037364,0.016545,0.572727,0.004727,41.454545
64,2010-03-06,강남,0.030636,0.021727,0.627273,0.006182,65.454545
65,2010-03-07,강남,0.018364,0.035545,0.363636,0.003,15.818182
66,2010-03-08,강남,0.022182,0.032273,0.363636,0.002909,16.0
67,2010-03-09,강남,0.030455,0.022,0.427273,0.003,21.727273
68,2010-03-10,강남,0.031727,0.023455,0.481818,0.004364,30.727273
69,2010-03-11,강남,0.033545,0.027818,0.527273,0.006455,49.181818
70,2010-03-12,강남,0.031455,0.031545,0.518182,0.005909,82.090909
71,2010-03-13,강남,0.028818,0.025727,0.427273,0.003727,97.545455
72,2010-03-14,강남,0.042455,0.012182,0.581818,0.004273,94.045455
73,2010-03-15,강남,0.030364,0.021273,0.518182,0.003727,95.5
74,2010-03-16,강남,0.018364,0.035091,0.336364,0.003818,100.5
75,2010-03-17,강남,0.035182,0.022091,0.463636,0.004818,53.272727
76,2010-03-18,강남,0.028182,0.029091,0.436364,0.005091,42.181818
77,2010-03-19,강남,0.044273,0.015909,0.536364,0.005545,47.727273
78,2010-03-20,강남,0.041636,0.014909,0.75,0.005091,99.863636
79,2010-03-21,강남,0.017636,0.037818,0.336364,0.004909,43.363636
80,2010-03-22,강남,0.048818,0.011182,0.672727,0.004636,45.545455
81,2010-03-23,강남,0.045818,0.012,0.709091,0.004182,53.363636
82,2010-03-24,강남,0.041455,0.016636,0.627273,0.004182,77.636364
83,2010-03-25,강남,0.026273,0.029364,0.445455,0.004364,54.0
84,2010-03-26,강남,0.022182,0.036909,0.4,0.004909,48.909091
85,2010-03-27,강남,0.029909,0.032,0.481818,0.006,89.409091
86,2010-03-28,강남,0.026,0.033364,0.409091,0.005364,51.181818
87,2010-03-29,강남,0.043273,0.025273,0.518182,0.006545,57.818182
88,2010-03-30,강남,0.051,0.022273,0.609091,0.006727,65.090909
89,2010-03-31,강남,0.046182,0.009727,0.609091,0.003818,33.454545
90,2010-04-01,강남,0.035364,0.011818,0.518182,0.003727,60.818182
91,2010-04-02,강남,0.029727,0.029091,0.445455,0.005909,87.909091
92,2010-04-03,강남,0.029273,0.028909,0.4,0.004818,65.909091
93,2010-04-04,강남,0.042545,0.021273,0.554545,0.005,53.818182
94,2010-04-05,강남,0.048091,0.016273,0.6,0.004636,48.454545
95,2010-04-06,강남,0.030636,0.028636,0.454545,0.004909,46.090909
96,2010-04-07,강남,0.034545,0.027727,0.472727,0.004455,40.636364
97,2010-04-08,강남,0.048818,0.024455,0.581818,0.006455,61.181818
98,2010-04-09,강남,0.052364,0.025182,0.645455,0.005455,52.818182
99,2010-04-10,강남,0.053364,0.013818,0.654545,0.005818,61.818182
100,2010-04-11,강남,0.025182,0.029727,0.445455,0.003636,30.0
101,2010-04-12,강남,0.027818,0.027455,0.4,0.003,31.363636
102,2010-04-13,강남,0.015818,0.036636,0.345455,0.003091,32.909091
103,2010-04-14,강남,0.019,0.033091,0.309091,0.003273,33.818182
104,2010-04-15,강남,0.031909,0.029727,0.454545,0.004909,47.0
105,2010-04-16,강남,0.043091,0.027273,0.590909,0.006455,78.636364
106,2010-04-17,강남,0.044,0.023091,0.545455,0.005909,55.818182
107,2010-04-18,강남,0.039273,0.027636,0.618182,0.005273,64.727273
108,2010-04-19,강남,0.053909,0.016364,0.727273,0.004727,63.454545
109,2010-04-20,강남,0.049455,0.015182,0.754545,0.005273,58.909091
110,2010-04-21,강남,0.035636,0.021727,0.536364,0.003636,36.818182
111,2010-04-22,강남,0.022,0.035455,0.381818,0.002818,14.636364
112,2010-04-23,강남,0.028545,0.031545,0.436364,0.002727,24.0
113,2010-04-24,강남,0.043182,0.030091,0.581818,0.005091,58.727273
114,2010-04-25,강남,0.045455,0.038864,0.563636,0.0065,66.545455
115,2010-04-26,강남,0.049818,0.022091,0.618182,0.004636,50.727273
116,2010-04-27,강남,0.020727,0.036864,0.454545,0.003727,35.909091
117,2010-04-28,강남,0.028182,0.027182,0.436364,0.004091,35.363636
118,2010-04-29,강남,0.026727,0.027909,0.472727,0.006182,59.909091
119,2010-04-30,강남,0.031545,0.027,0.518182,0.005455,53.545455
120,2010-05-01,강남,0.033818,0.040864,0.481818,0.006909,40.727273
121,2010-05-02,강남,0.032545,0.048227,0.481818,0.006182,65.454545
122,2010-05-03,강남,0.022364,0.037636,0.381818,0.003545,87.272727
123,2010-05-04,강남,0.026455,0.032364,0.4,0.003909,83.818182
124,2010-05-05,강남,0.035545,0.029455,0.572727,0.004727,76.727273
125,2010-05-06,강남,0.023,0.030455,0.390909,0.003455,32.272727
126,2010-05-07,강남,0.033091,0.039273,0.466667,0.006091,39.818182
127,2010-05-08,강남,0.042818,0.042636,0.566667,0.008682,67.818182
128,2010-05-09,강남,0.054182,0.035727,0.654545,0.008409,81.363636
129,2010-05-10,강남,0.027727,0.041455,0.381818,0.004909,86.136364
130,2010-05-11,강남,0.041455,0.023455,0.445455,0.004909,59.909091
131,2010-05-12,강남,0.030636,0.026818,0.454545,0.004091,53.909091
132,2010-05-13,강남,0.044455,0.022818,0.6,0.004545,64.909091
133,2010-05-14,강남,0.047818,0.022909,0.572727,0.004455,46.545455
134,2010-05-15,강남,0.040778,0.031889,0.480808,0.005798,53.060606
135,2010-05-16,강남,0.039323,0.031808,0.469697,0.004727,44.282828
136,2010-05-17,강남,0.050364,0.027909,0.518182,0.005364,56.0
137,2010-05-18,강남,0.028182,0.012636,0.445455,0.003,17.727273
138,2010-05-19,강남,0.030455,0.031182,0.718182,0.005909,77.954545
139,2010-05-20,강남,0.032545,0.0485,0.790909,0.0085,100.5
140,2010-05-21,강남,0.044,0.046182,0.736364,0.008045,100.5
141,2010-05-22,강남,0.055909,0.019909,0.709091,0.005818,94.409091
142,2010-05-23,강남,0.013455,0.049091,0.345455,0.002727,9.454545
143,2010-05-24,강남,0.022455,0.034545,0.418182,0.002545,17.363636
144,2010-05-25,강남,0.037091,0.021,0.572727,0.003364,52.818182
145,2010-05-26,강남,0.020091,0.023364,0.372727,0.003,18.727273
146,2010-05-27,강남,0.028727,0.028636,0.309091,0.003273,19.272727
147,2010-05-28,강남,0.047636,0.011636,0.5,0.005909,43.454545
148,2010-05-29,강남,0.035455,0.024364,0.418182,0.004455,38.0
149,2010-05-30,강남,0.024545,0.025727,0.372727,0.003273,30.181818
150,2010-05-31,강남,0.031364,0.016909,0.4,0.003182,29.545455
151,2010-06-01,강남,0.036636,0.027455,0.381818,0.003636,28.363636
152,2010-06-02,강남,0.045545,0.037818,0.490909,0.004727,48.090909
153,2010-06-03,강남,0.037091,0.030636,0.418182,0.005273,46.454545
154,2010-06-04,강남,0.034909,0.024727,0.409091,0.004364,40.181818
155,2010-06-05,강남,0.038273,0.023182,0.436364,0.004364,43.909091
156,2010-06-06,강남,0.035091,0.032909,0.463636,0.003818,42.545455
157,2010-06-07,강남,0.036545,0.032727,0.418182,0.004091,39.272727
158,2010-06-08,강남,0.037273,0.042364,0.390909,0.003909,33.545455
159,2010-06-09,강남,0.052818,0.049955,0.509091,0.005364,56.636364
160,2010-06-10,강남,0.054545,0.052273,0.6,0.006318,76.363636
161,2010-06-11,강남,0.041636,0.047545,0.490909,0.005909,52.454545
162,2010-06-12,강남,0.026,0.028727,0.418182,0.003,27.181818
163,2010-06-13,강남,0.023182,0.026273,0.418182,0.003,25.454545
164,2010-06-14,강남,0.036909,0.013545,0.5,0.003818,33.636364
165,2010-06-15,강남,0.031636,0.014818,0.463636,0.003909,27.454545
166,2010-06-16,강남,0.032091,0.027182,0.463636,0.004727,49.636364
167,2010-06-17,강남,0.042455,0.035273,0.831818,0.006273,100.5
168,2010-06-18,강남,0.041141,0.036515,0.841919,0.004505,100.5
169,2010-06-19,강남,0.031606,0.027414,0.676263,0.004192,84.636364
170,2010-06-20,강남,0.023212,0.031061,0.489899,0.003404,48.222222
171,2010-06-21,강남,0.033596,0.03702,0.530303,0.004091,57.565657
172,2010-06-22,강남,0.042939,0.025515,0.445455,0.006495,51.232323
173,2010-06-23,강남,0.040424,0.029576,0.425253,0.004455,45.787879
174,2010-06-24,강남,0.054505,0.036869,0.549495,0.005525,59.757576
175,2010-06-25,강남,0.048475,0.046641,0.571717,0.005253,67.252525
176,2010-06-26,강남,0.027343,0.033051,0.434343,0.003434,35.717172
177,2010-06-27,강남,0.018515,0.024687,0.380808,0.003313,23.525253
178,2010-06-28,강남,0.032525,0.034152,0.458586,0.003869,57.616162
179,2010-06-29,강남,0.047323,0.023444,0.579798,0.00599,66.626263
180,2010-06-30,강남,0.043545,0.015586,0.582828,0.003646,49.272727
181,2010-07-01,강남,0.036343,0.031904,0.613131,0.003707,63.060606
182,2010-07-02,강남,0.029374,0.023394,0.557576,0.003242,55.545455
183,2010-07-03,강남,0.038576,0.016697,0.677778,0.003778,43.646465
184,2010-07-04,강남,0.021707,0.027293,0.486869,0.003192,24.131313
185,2010-07-05,강남,0.027768,0.036657,0.573737,0.004,57.616162
186,2010-07-06,강남,0.024525,0.049192,0.549495,0.005091,75.777778
187,2010-07-07,강남,0.028323,0.0415,0.530303,0.004253,61.59596
188,2010-07-08,강남,0.041788,0.018889,0.456566,0.005535,41.555556
189,2010-07-09,강남,0.036879,0.028394,0.436364,0.004606,37.484848
190,2010-07-10,강남,0.03502,0.030576,0.481818,0.004222,41.070707
191,2010-07-11,강남,0.018394,0.037374,0.363636,0.00297,25.909091
192,2010-07-12,강남,0.029535,0.036798,0.389899,0.003414,23.373737
193,2010-07-13,강남,0.029758,0.03597,0.409091,0.003051,26.191919
194,2010-07-14,강남,0.034152,0.030768,0.486869,0.003414,37.858586
195,2010-07-15,강남,0.033818,0.031097,0.5,0.005018,53.838384
196,2010-07-16,강남,0.030556,0.016356,0.451515,0.002952,29.030303
197,2010-07-17,강남,0.015626,0.009343,0.305051,0.002828,11.989899
198,2010-07-18,강남,0.010253,0.011424,0.258586,0.002727,13.414141
199,2010-07-19,강남,0.015394,0.011485,0.285859,0.003596,20.717172
200,2010-07-20,강남,0.023081,0.016479,0.376768,0.003329,23.676768
201,2010-07-21,강남,0.016242,0.013737,0.311111,0.00304,21.767677
202,2010-07-22,강남,0.013616,0.011923,0.274747,0.003112,14.949495
203,2010-07-23,강남,0.024232,0.011504,0.334343,0.002747,16.474747
204,2010-07-24,강남,0.027505,0.025136,0.421212,0.003788,43.69697
205,2010-07-25,강남,0.016848,0.017487,0.278788,0.003331,18.888889
206,2010-07-26,강남,0.017646,0.012351,0.264646,0.003406,16.616162
207,2010-07-27,강남,0.01904,0.013092,0.307071,0.004095,21.525253
208,2010-07-28,강남,0.021182,0.012374,0.341414,0.00324,17.969697
209,2010-07-29,강남,0.027152,0.014859,0.331313,0.003616,22.818182
210,2010-07-30,강남,0.025192,0.017636,0.348485,0.004859,34.343434
211,2010-07-31,강남,0.021879,0.024525,0.383838,0.003737,48.262626
212,2010-08-01,강남,0.015788,0.041778,0.342424,0.00296,49.818182
213,2010-08-02,강남,0.028808,0.023141,0.439394,0.003131,42.949495
214,2010-08-03,강남,0.041889,0.023081,0.522222,0.005222,39.818182
215,2010-08-04,강남,0.043818,0.015,0.631313,0.004121,57.545455
216,2010-08-05,강남,0.026727,0.024636,0.49899,0.003535,39.636364
217,2010-08-06,강남,0.01701,0.00727,0.336364,0.003606,18.545455
218,2010-08-07,강남,0.017303,0.005949,0.322222,0.003616,21.090909
219,2010-08-08,강남,0.019636,0.016545,0.361616,0.003515,27.090909
220,2010-08-09,강남,0.030293,0.024091,0.392929,0.003788,29.818182
221,2010-08-10,강남,0.027182,0.011364,0.411111,0.003545,22.0
222,2010-08-11,강남,0.018182,0.013273,0.332323,0.003182,17.727273
223,2010-08-12,강남,0.032818,0.017455,0.518182,0.003545,42.090909
224,2010-08-13,강남,0.030091,0.02,0.606061,0.003364,48.818182
225,2010-08-14,강남,0.026636,0.020364,0.563636,0.003273,53.090909
226,2010-08-15,강남,0.015182,0.042,0.490909,0.003818,45.181818
227,2010-08-16,강남,0.030455,0.025727,0.563636,0.004545,64.363636
228,2010-08-17,강남,0.037545,0.031455,0.527273,0.004,50.818182
229,2010-08-18,강남,0.030091,0.019545,0.436364,0.003273,30.454545
230,2010-08-19,강남,0.025818,0.021727,0.4,0.003636,27.363636
231,2010-08-20,강남,0.029091,0.019,0.4,0.004182,31.636364
232,2010-08-21,강남,0.024727,0.016,0.363636,0.004273,31.181818
233,2010-08-22,강남,0.018273,0.015455,0.354545,0.004273,30.0
234,2010-08-23,강남,0.017091,0.008545,0.336364,0.003636,18.818182
235,2010-08-24,강남,0.031636,0.013236,0.454545,0.003091,14.363636
236,2010-08-25,강남,0.027727,0.009727,0.4,0.003091,12.636364
237,2010-08-26,강남,0.024636,0.007182,0.454545,0.003091,19.545455
238,2010-08-27,강남,0.026273,0.012636,0.481818,0.003273,25.0
239,2010-08-28,강남,0.022091,0.005182,0.445455,0.003182,21.272727
240,2010-08-29,강남,0.020273,0.007455,0.381818,0.003091,12.727273
241,2010-08-30,강남,0.026545,0.019364,0.409091,0.003727,24.181818
242,2010-08-31,강남,0.036,0.010364,0.557576,0.004,39.0
243,2010-09-01,강남,0.023545,0.010545,0.381818,0.003273,16.818182
244,2010-09-02,강남,0.016818,0.016273,0.309091,0.003273,16.181818
245,2010-09-03,강남,0.022273,0.007364,0.390909,0.003364,21.181818
246,2010-09-04,강남,0.020727,0.011909,0.4,0.004273,25.545455
247,2010-09-05,강남,0.025273,0.011909,0.409091,0.003727,24.181818
248,2010-09-06,강남,0.020273,0.008636,0.318182,0.003182,11.454545
249,2010-09-07,강남,0.015455,0.022636,0.236364,0.003091,18.090909
250,2010-09-08,강남,0.026273,0.022267,0.318182,0.002909,24.272727
251,2010-09-09,강남,0.028727,0.006545,0.436364,0.003182,22.181818
252,2010-09-10,강남,0.018727,0.008727,0.281818,0.003091,16.181818
253,2010-09-11,강남,0.024091,0.004273,0.381818,0.003091,11.363636
254,2010-09-12,강남,0.019636,0.014455,0.363636,0.003182,16.363636
255,2010-09-13,강남,0.026364,0.027818,0.581818,0.003818,51.818182
256,2010-09-14,강남,0.036273,0.018727,0.772727,0.003909,62.454545
257,2010-09-15,강남,0.041,0.014182,0.554545,0.003586,31.636364
258,2010-09-16,강남,0.041818,0.014545,0.545455,0.004263,35.545455
259,2010-09-17,강남,0.041727,0.017,0.581818,0.004364,44.454545
260,2010-09-18,강남,0.039,0.023727,0.5,0.005273,40.727273
261,2010-09-19,강남,0.031273,0.023091,0.426263,0.003545,34.727273
262,2010-09-20,강남,0.029727,0.017545,0.581818,0.003182,23.727273
263,2010-09-21,강남,0.025091,0.013,0.536364,0.003091,21.454545
264,2010-09-22,강남,0.013364,0.018364,0.263636,0.002909,10.090909
265,2010-09-23,강남,0.018,0.016818,0.327273,0.002818,14.727273
266,2010-09-24,강남,0.030455,0.012364,0.409091,0.002909,23.818182
267,2010-09-25,강남,0.028909,0.016364,0.409091,0.002818,20.181818
268,2010-09-26,강남,0.028818,0.013818,0.390909,0.002818,22.181818
269,2010-09-27,강남,0.031909,0.018636,0.409091,0.003727,26.272727
270,2010-09-28,강남,0.020091,0.026545,0.345455,0.004091,36.727273
271,2010-09-29,강남,0.039636,0.007364,0.472727,0.003455,36.454545
272,2010-09-30,강남,0.041182,0.013455,0.6,0.004182,41.545455
273,2010-10-01,강남,0.046909,0.008909,0.636364,0.004,44.545455
274,2010-10-02,강남,0.038091,0.004182,0.554545,0.003364,28.727273
275,2010-10-03,강남,0.020455,0.024909,0.363636,0.003727,19.636364
276,2010-10-04,강남,0.022182,0.014364,0.409091,0.003273,18.454545
277,2010-10-05,강남,0.033727,0.011545,0.581818,0.003455,32.090909
278,2010-10-06,강남,0.052182,0.013091,0.763636,0.004545,47.818182
279,2010-10-07,강남,0.052182,0.018,0.718182,0.004364,50.181818
280,2010-10-08,강남,0.041455,0.010091,0.563636,0.003636,28.727273
281,2010-10-09,강남,0.028818,0.017364,0.4,0.003727,18.818182
282,2010-10-10,강남,0.029273,0.024636,0.5,0.004636,48.363636
283,2010-10-11,강남,0.043273,0.007364,0.627273,0.005,71.636364
284,2010-10-12,강남,0.031273,0.016,0.5,0.005364,48.0
285,2010-10-13,강남,0.039545,0.010182,0.536364,0.005,45.727273
286,2010-10-14,강남,0.035727,0.018,0.572727,0.004636,45.727273
287,2010-10-15,강남,0.025253,0.018697,0.338384,0.00401,27.505051
288,2010-10-16,강남,0.036071,0.019788,0.525253,0.006061,46.262626
289,2010-10-17,강남,0.031707,0.02002,0.507071,0.005394,51.40404
290,2010-10-18,강남,0.049848,0.008859,0.705051,0.005071,58.343434
291,2010-10-19,강남,0.05399,0.009818,0.755556,0.006364,70.474747
292,2010-10-20,강남,0.054263,0.010798,0.845455,0.006424,87.171717
293,2010-10-21,강남,0.036263,0.013879,0.623232,0.004182,50.878788
294,2010-10-22,강남,0.036717,0.016222,0.535354,0.003303,29.505051
295,2010-10-23,강남,0.040768,0.009152,0.574747,0.004061,32.111111
296,2010-10-24,강남,0.038606,0.012202,0.534343,0.004172,41.111111
297,2010-10-25,강남,0.017535,0.020707,0.394949,0.004081,52.373737
298,2010-10-26,강남,0.015475,0.018404,0.253535,0.003182,31.69697
299,2010-10-27,강남,0.033465,0.008162,0.433333,0.003899,30.343434
300,2010-10-28,강남,0.042303,0.011424,0.617172,0.00499,44.585859
301,2010-10-29,강남,0.049152,0.008707,0.770707,0.004859,48.40404
302,2010-10-30,강남,0.048667,0.01003,0.773737,0.004566,42.444444
303,2010-10-31,강남,0.041212,0.010616,0.620202,0.004051,32.373737
304,2010-11-01,강남,0.037687,0.019919,0.634343,0.005141,55.575758
305,2010-11-02,강남,0.019909,0.019727,0.326263,0.003576,39.767677
306,2010-11-03,강남,0.040081,0.008778,0.575758,0.005121,39.070707
307,2010-11-04,강남,0.048667,0.011566,0.786869,0.008545,75.333333
308,2010-11-05,강남,0.055798,0.013889,1.018182,0.009136,100.5
309,2010-11-06,강남,0.047919,0.02296,0.960101,0.006424,100.5
310,2010-11-07,강남,0.037495,0.032586,0.830303,0.005727,100.5
311,2010-11-08,강남,0.020061,0.021,0.425253,0.004818,33.79798
312,2010-11-09,강남,0.016818,0.016596,0.30202,0.003737,20.616162
313,2010-11-10,강남,0.034803,0.009652,0.547727,0.004747,28.896465
314,2010-11-11,강남,0.039,0.011545,0.627273,0.006818,99.545455
315,2010-11-12,강남,0.028909,0.012909,0.545455,0.004909,65.090909
316,2010-11-13,강남,0.037545,0.010182,0.563636,0.005727,81.181818
317,2010-11-14,강남,0.016455,0.017636,0.345455,0.004091,33.727273
318,2010-11-15,강남,0.021818,0.014727,0.372727,0.005182,23.909091
319,2010-11-16,강남,0.036455,0.007182,0.554545,0.004909,31.272727
320,2010-11-17,강남,0.054909,0.003909,0.954545,0.007591,68.454545
321,2010-11-18,강남,0.057545,0.007091,1.05,0.006864,69.181818
322,2010-11-19,강남,0.064545,0.003273,1.081818,0.006682,81.181818
323,2010-11-20,강남,0.06,0.003909,1.05,0.006136,83.090909
324,2010-11-21,강남,0.043636,0.017909,0.881818,0.007136,86.636364
325,2010-11-22,강남,0.021818,0.018182,0.381818,0.004909,35.363636
326,2010-11-23,강남,0.045636,0.005727,0.718182,0.005545,43.090909
327,2010-11-24,강남,0.059636,0.003909,1.018182,0.007364,56.090909
328,2010-11-25,강남,0.029364,0.012,0.472727,0.005636,61.181818
329,2010-11-26,강남,0.033545,0.011545,0.518182,0.005273,37.545455
330,2010-11-27,강남,0.033182,0.011182,0.527273,0.005273,75.181818
331,2010-11-28,강남,0.020636,0.018,0.345455,0.004455,66.272727
332,2010-11-29,강남,0.046455,0.003909,0.809091,0.005182,56.636364
333,2010-11-30,강남,0.062182,0.005182,1.140909,0.008,96.545455
334,2010-12-01,강남,0.060364,0.004636,1.113636,0.007364,100.5
335,2010-12-02,강남,0.052364,0.004091,1.077273,0.006545,99.272727
336,2010-12-03,강남,0.020909,0.014,0.509091,0.006,88.318182
337,2010-12-04,강남,0.039545,0.004364,0.663636,0.005182,39.909091
338,2010-12-05,강남,0.047364,0.003091,0.863636,0.005909,50.727273
339,2010-12-06,강남,0.025636,0.012455,0.518182,0.005636,59.727273
340,2010-12-07,강남,0.031909,0.009364,0.527273,0.004818,34.0
341,2010-12-08,강남,0.039909,0.004364,0.618182,0.006455,36.545455
342,2010-12-09,강남,0.033,0.011545,0.590909,0.006545,40.181818
343,2010-12-10,강남,0.041818,0.006273,0.681818,0.007273,71.818182
344,2010-12-11,강남,0.022,0.015818,0.481818,0.005818,71.909091
345,2010-12-12,강남,0.036,0.007,0.545455,0.004091,23.363636
346,2010-12-13,강남,0.046909,0.002273,0.754545,0.005455,41.727273
347,2010-12-14,강남,0.022545,0.016182,0.454545,0.004273,33.545455
348,2010-12-15,강남,0.017636,0.020182,0.372727,0.005273,39.090909
349,2010-12-16,강남,0.033455,0.01,0.545455,0.005909,44.181818
350,2010-12-17,강남,0.042727,0.003182,0.745455,0.006727,72.818182
351,2010-12-18,강남,0.050818,0.003818,0.904545,0.006364,93.545455
352,2010-12-19,강남,0.050727,0.004,0.968182,0.006727,81.363636
353,2010-12-20,강남,0.051091,0.005,1.1,0.009409,100.5
354,2010-12-21,강남,0.055909,0.003455,1.086364,0.007955,98.409091
355,2010-12-22,강남,0.056182,0.002818,0.963636,0.007409,69.272727
356,2010-12-23,강남,0.034364,0.010273,0.681818,0.007864,68.454545
357,2010-12-24,강남,0.017091,0.018182,0.354545,0.003909,42.727273
358,2010-12-25,강남,0.017091,0.020727,0.372727,0.005455,35.545455
359,2010-12-26,강남,0.025455,0.015636,0.454545,0.005909,49.161616
360,2010-12-27,강남,0.05,0.005273,0.968182,0.005727,55.090909
361,2010-12-28,강남,0.042727,0.006091,0.818182,0.006682,59.363636
362,2010-12-29,강남,0.039273,0.009364,0.6,0.006636,38.181818
363,2010-12-30,강남,0.032818,0.011091,0.545455,0.006955,39.181818
364,2010-12-31,강남,0.025909,0.015455,0.536364,0.008636,39.272727
365,2011-01-01,강남,0.042,0.008,0.827273,0.007591,59.818182
366,2011-01-02,강남,0.052727,0.008636,1.036364,0.006364,69.0
367,2011-01-03,강남,0.058,0.004273,1.040909,0.005364,65.272727
368,2011-01-04,강남,0.049182,0.006091,0.881818,0.006364,59.0
369,2011-01-05,강남,0.032455,0.015091,0.536364,0.007318,39.727273
370,2011-01-06,강남,0.027636,0.017727,0.463636,0.005727,34.363636
371,2011-01-07,강남,0.043,0.009273,0.690909,0.006364,43.363636
372,2011-01-08,강남,0.057364,0.003545,0.990909,0.008182,59.454545
373,2011-01-09,강남,0.021545,0.021727,0.472727,0.008409,41.454545
374,2011-01-10,강남,0.035091,0.011636,0.572727,0.006091,38.818182
375,2011-01-11,강남,0.049,0.004364,0.845455,0.007318,53.454545
376,2011-01-12,강남,0.025091,0.019818,0.436364,0.006909,34.181818
377,2011-01-13,강남,0.050364,0.007182,0.790909,0.007727,45.0
378,2011-01-14,강남,0.041909,0.011091,0.654545,0.007727,52.636364
379,2011-01-15,강남,0.017,0.023364,0.390909,0.005636,40.272727
380,2011-01-16,강남,0.018091,0.021909,0.409091,0.004364,29.545455
