,DATE,SGG,NO2,O3,CO,SO2,PM10
3548,2019-09-19,강남,0.022318,0.025009,0.337273,0.003291,29.009091
3549,2019-09-20,강남,0.026436,0.015218,0.368182,0.0032,25.072727
3550,2019-09-21,강남,0.023909,0.016627,0.34,0.003064,15.645455
3551,2019-09-22,강남,0.011302,0.036418,0.253892,0.00264,5.645455
3552,2019-09-23,강남,0.015999,0.033569,0.289411,0.002807,13.427273
3553,2019-09-24,강남,0.029791,0.021455,0.408182,0.004109,24.490909
3554,2019-09-25,강남,0.036673,0.023036,0.465196,0.003809,31.063636
3555,2019-09-26,강남,0.032891,0.019982,0.47,0.003382,28.245455
3556,2019-09-27,강남,0.032745,0.015055,0.394545,0.003391,22.536364
3557,2019-09-28,강남,0.029564,0.021073,0.401818,0.003709,27.609091
3558,2019-09-29,강남,0.024182,0.032309,0.412727,0.003718,37.090909
3559,2019-09-30,강남,0.037736,0.035064,0.567273,0.003609,53.463636
3560,2019-10-01,강남,0.033936,0.025464,0.481818,0.003527,48.009091
3561,2019-10-02,강남,0.023618,0.007582,0.366364,0.003236,22.763636
3562,2019-10-03,강남,0.014209,0.018955,0.291818,0.003045,8.009091
3563,2019-10-04,강남,0.025,0.023364,0.409091,0.003636,25.981818
3564,2019-10-05,강남,0.014727,0.024727,0.409091,0.003091,40.809091
3565,2019-10-06,강남,0.010727,0.030455,0.236364,0.002727,11.009091
3566,2019-10-07,강남,0.021909,0.012727,0.327273,0.002636,11.190909
3567,2019-10-08,강남,0.020818,0.022818,0.354545,0.003182,23.181818
3568,2019-10-09,강남,0.026909,0.017091,0.381818,0.003636,25.127273
3569,2019-10-10,강남,0.038545,0.010636,0.509091,0.003364,30.1
3570,2019-10-11,강남,0.028818,0.021909,0.481818,0.003273,36.209091
3571,2019-10-12,강남,0.014818,0.033273,0.281818,0.002727,25.363636
3572,2019-10-13,강남,0.015818,0.029182,0.272727,0.002727,19.254545
3573,2019-10-14,강남,0.021909,0.021364,0.409091,0.003091,34.463636
3574,2019-10-15,강남,0.024545,0.018727,0.354545,0.002909,22.754545
3575,2019-10-16,강남,0.032818,0.018636,0.454545,0.003727,28.718182
3576,2019-10-17,강남,0.034545,0.019091,0.454545,0.003773,31.354545
3577,2019-10-18,강남,0.028182,0.019455,0.381818,0.003591,18.918182
3578,2019-10-19,강남,0.026091,0.026091,0.390909,0.003773,21.745455
3579,2019-10-20,강남,0.030455,0.024545,0.527273,0.004318,38.845455
3580,2019-10-21,강남,0.041818,0.021091,0.618182,0.004318,41.481818
3581,2019-10-22,강남,0.043818,0.017545,0.590909,0.004409,40.545455
3582,2019-10-23,강남,0.032727,0.017545,0.427273,0.004091,24.909091
3583,2019-10-24,강남,0.025727,0.028727,0.427273,0.003455,32.363636
3584,2019-10-25,강남,0.026,0.025,0.363636,0.003364,25.909091
3585,2019-10-26,강남,0.015091,0.023091,0.309091,0.002909,23.727273
3586,2019-10-27,강남,0.021909,0.022727,0.4,0.003455,24.363636
3587,2019-10-28,강남,0.030182,0.021273,0.481818,0.003636,30.636364
3588,2019-10-29,강남,0.022273,0.020727,0.409091,0.003273,97.818182
3589,2019-10-30,강남,0.029818,0.016364,0.418182,0.003364,27.545455
3590,2019-10-31,강남,0.032091,0.025545,0.472727,0.004,75.909091
3591,2019-11-01,강남,0.037364,0.023727,0.609091,0.003455,93.909091
3592,2019-11-02,강남,0.048909,0.014273,0.718182,0.004909,78.454545
3593,2019-11-03,강남,0.030818,0.020909,0.563636,0.003455,64.727273
3594,2019-11-04,강남,0.026545,0.017636,0.363636,0.003091,16.0
3595,2019-11-05,강남,0.037636,0.015909,0.536364,0.003818,36.909091
3596,2019-11-06,강남,0.042,0.014091,0.627273,0.004182,53.636364
3597,2019-11-07,강남,0.026818,0.024545,0.454545,0.003636,53.545455
3598,2019-11-08,강남,0.034455,0.015909,0.445455,0.003455,46.0
3599,2019-11-09,강남,0.044,0.012909,0.609091,0.004091,47.0
3600,2019-11-10,강남,0.039636,0.013818,0.618182,0.003727,45.454545
3601,2019-11-11,강남,0.024455,0.026909,0.5,0.003182,26.454545
3602,2019-11-12,강남,0.045182,0.006182,0.654545,0.003818,42.454545
3603,2019-11-13,강남,0.036909,0.008273,0.627273,0.003727,40.818182
3604,2019-11-14,강남,0.017727,0.022455,0.272727,0.002909,21.363636
3605,2019-11-15,강남,0.040091,0.007455,0.518182,0.003091,25.636364
3606,2019-11-16,강남,0.040182,0.006364,0.645455,0.003182,36.90404
3607,2019-11-17,강남,0.036455,0.008455,0.545455,0.003,29.17785
3608,2019-11-18,강남,0.015545,0.024182,0.336364,0.003091,81.863636
3609,2019-11-19,강남,0.019,0.020273,0.309091,0.003455,32.272727
3610,2019-11-20,강남,0.03,0.014636,0.427273,0.003727,25.0
3611,2019-11-21,강남,0.044909,0.004818,0.645455,0.004,39.636364
3612,2019-11-22,강남,0.047818,0.006909,0.718182,0.004091,48.090909
3613,2019-11-23,강남,0.050545,0.006,0.745455,0.004273,37.909091
3614,2019-11-24,강남,0.038818,0.008364,0.7,0.004182,34.727273
3615,2019-11-25,강남,0.023455,0.013,0.436364,0.003273,29.363636
3616,2019-11-26,강남,0.036909,0.006455,0.590909,0.003727,29.272727
3617,2019-11-27,강남,0.026636,0.014727,0.527273,0.004182,43.363636
3618,2019-11-28,강남,0.032545,0.010364,0.536364,0.003818,42.272727
3619,2019-11-29,강남,0.036091,0.011182,0.536364,0.004364,46.727273
3620,2019-11-30,강남,0.050364,0.005455,0.690909,0.004909,49.454545
3621,2019-12-01,강남,0.048182,0.004818,0.645455,0.003909,45.090909
3622,2019-12-02,강남,0.019545,0.022091,0.381818,0.003273,24.181818
3623,2019-12-03,강남,0.039545,0.007364,0.5,0.003455,29.363636
3624,2019-12-04,강남,0.037273,0.011182,0.472727,0.004091,30.454545
3625,2019-12-05,강남,0.017636,0.021364,0.345455,0.003636,23.0
3626,2019-12-06,강남,0.028909,0.012091,0.427273,0.003727,33.0
3627,2019-12-07,강남,0.051,0.003727,0.745455,0.004091,48.727273
3628,2019-12-08,강남,0.044,0.007,0.781818,0.003364,58.909091
3629,2019-12-09,강남,0.049273,0.004545,0.745455,0.003818,67.545455
3630,2019-12-10,강남,0.050091,0.013,0.809091,0.004,94.409091
3631,2019-12-11,강남,0.027364,0.025545,0.609091,0.003818,80.545455
3632,2019-12-12,강남,0.021091,0.015818,0.409091,0.003182,21.727273
3633,2019-12-13,강남,0.042449,0.005766,0.589841,0.003874,28.699698
3634,2019-12-14,강남,0.026636,0.014182,0.554545,0.003727,40.090909
3635,2019-12-15,강남,0.041455,0.007,0.690909,0.003182,39.545455
3636,2019-12-16,강남,0.050636,0.004182,0.854545,0.004,43.545455
3637,2019-12-17,강남,0.034091,0.010364,0.581818,0.003273,27.545455
3638,2019-12-18,강남,0.028273,0.013,0.536364,0.003455,37.818182
3639,2019-12-19,강남,0.027182,0.015727,0.445455,0.003364,24.181818
3640,2019-12-20,강남,0.029727,0.014,0.509091,0.003545,29.454545
3641,2019-12-21,강남,0.045091,0.004727,0.627273,0.003818,33.454545
3642,2019-12-22,강남,0.041364,0.009273,0.727273,0.003818,59.363636
3643,2019-12-23,강남,0.036636,0.012364,0.736364,0.003273,50.181818
3644,2019-12-24,강남,0.045091,0.008727,0.854545,0.003455,69.0
3645,2019-12-25,강남,0.047,0.005636,0.836364,0.003455,50.909091
3646,2019-12-26,강남,0.036909,0.011636,0.672727,0.003545,51.181818
3647,2019-12-27,강남,0.029273,0.018,0.5,0.003364,35.090909
3648,2019-12-28,강남,0.044909,0.006909,0.654545,0.003818,43.363636
3649,2019-12-29,강남,0.041818,0.006818,0.636364,0.003545,47.363636
3650,2019-12-30,강남,0.034273,0.011,0.581818,0.003182,38.0
3651,2019-12-31,강남,0.017455,0.021182,0.354545,0.003091,25.454545
3652,2020-01-01,강남,0.039091,0.005091,0.609091,0.003455,33.909091
3653,2020-01-02,강남,0.044,0.004273,0.754545,0.004091,60.363636
3654,2020-01-03,강남,0.042909,0.009182,0.840909,0.004636,73.545455
3655,2020-01-04,강남,0.048727,0.011182,0.931818,0.004545,59.636364
3656,2020-01-05,강남,0.047273,0.008182,0.868182,0.004455,54.090909
3657,2020-01-06,강남,0.045364,0.004545,0.736364,0.003545,43.636364
3658,2020-01-07,강남,0.032727,0.008727,0.545455,0.002636,8.545455
3659,2020-01-08,강남,0.023909,0.016091,0.563636,0.003,27.636364
3660,2020-01-09,강남,0.024273,0.021273,0.590909,0.003545,51.636364
3661,2020-01-10,강남,0.044909,0.008,0.781818,0.004364,67.181818
3662,2020-01-11,강남,0.041545,0.014182,0.854545,0.004545,57.181818
3663,2020-01-12,강남,0.021909,0.025091,0.618182,0.004455,46.818182
3664,2020-01-13,강남,0.022545,0.020091,0.427273,0.003364,25.818182
3665,2020-01-14,강남,0.039182,0.010727,0.590909,0.004182,34.272727
3666,2020-01-15,강남,0.035455,0.011909,0.636364,0.004727,41.636364
3667,2020-01-16,강남,0.036818,0.011818,0.636364,0.004,44.363636
3668,2020-01-17,강남,0.049364,0.007182,0.809091,0.004545,61.181818
3669,2020-01-18,강남,0.044182,0.011727,0.85,0.005091,71.272727
3670,2020-01-19,강남,0.037818,0.016636,0.781818,0.004,58.636364
3671,2020-01-20,강남,0.028455,0.021273,0.581818,0.004,54.181818
3672,2020-01-21,강남,0.042545,0.011091,0.663636,0.004909,48.0
3673,2020-01-22,강남,0.052818,0.004545,0.772727,0.004182,48.909091
3674,2020-01-23,강남,0.044182,0.016182,0.781818,0.004455,63.454545
3675,2020-01-24,강남,0.032273,0.018636,0.772727,0.003818,74.181818
3676,2020-01-25,강남,0.039364,0.009091,0.790909,0.003545,52.636364
3677,2020-01-26,강남,0.028182,0.016818,0.554545,0.003182,32.454545
3678,2020-01-27,강남,0.012364,0.031455,0.290909,0.002727,11.363636
3679,2020-01-28,강남,0.023455,0.021091,0.354545,0.002818,13.454545
3680,2020-01-29,강남,0.031182,0.014909,0.445455,0.002909,18.727273
3681,2020-01-30,강남,0.031182,0.016818,0.445455,0.003182,20.090909
3682,2020-01-31,강남,0.032364,0.017182,0.509091,0.003455,31.0
3683,2020-02-01,강남,0.037727,0.019182,0.745455,0.003727,69.363636
3684,2020-02-02,강남,0.032182,0.022818,0.8,0.004,72.909091
3685,2020-02-03,강남,0.018545,0.026909,0.372727,0.003273,26.727273
3686,2020-02-04,강남,0.026818,0.02,0.427273,0.003273,25.545455
3687,2020-02-05,강남,0.015091,0.023727,0.345455,0.003273,22.363636
3688,2020-02-06,강남,0.031545,0.012727,0.509091,0.004,41.090909
3689,2020-02-07,강남,0.037545,0.012,0.554545,0.003636,38.909091
3690,2020-02-08,강남,0.019364,0.028636,0.5,0.003636,42.727273
3691,2020-02-09,강남,0.028273,0.023273,0.527273,0.003909,36.818182
3692,2020-02-10,강남,0.043818,0.015364,0.6,0.004091,49.272727
3693,2020-02-11,강남,0.056182,0.009545,0.745455,0.004636,59.090909
3694,2020-02-12,강남,0.057,0.005818,0.763636,0.004091,51.636364
3695,2020-02-13,강남,0.037182,0.015455,0.636364,0.003091,72.454545
3696,2020-02-14,강남,0.049727,0.011455,0.781818,0.003636,83.272727
3697,2020-02-15,강남,0.041455,0.018545,0.709091,0.003636,67.545455
3698,2020-02-16,강남,0.016182,0.023727,0.536364,0.002818,26.0
3699,2020-02-17,강남,0.016091,0.026818,0.363636,0.002818,32.727273
3700,2020-02-18,강남,0.024909,0.021636,0.427273,0.003182,24.272727
3701,2020-02-19,강남,0.050818,0.007545,0.672727,0.003455,35.636364
3702,2020-02-20,강남,0.055909,0.007727,0.772727,0.003909,61.454545
3703,2020-02-21,강남,0.055727,0.006727,0.809091,0.003909,73.0
3704,2020-02-22,강남,0.049965,0.004575,0.814888,0.004686,79.083473
3705,2020-02-23,강남,0.0496,0.0046,0.806667,0.004667,79.0
3706,2020-02-24,강남,0.041636,0.016818,0.509091,0.003727,34.181818
3707,2020-02-25,강남,0.029455,0.023091,0.454545,0.002545,21.545455
3708,2020-02-26,강남,0.029455,0.018727,0.445455,0.002909,19.0
3709,2020-02-27,강남,0.026818,0.019091,0.381818,0.002545,14.363636
3710,2020-02-28,강남,0.042727,0.007182,0.563636,0.003,27.909091
3711,2020-02-29,강남,0.031727,0.017091,0.518182,0.002636,25.181818
3712,2020-03-01,강남,0.032,0.015091,0.645455,0.003455,48.272727
3713,2020-03-02,강남,0.020364,0.030273,0.481818,0.003182,40.454545
3714,2020-03-03,강남,0.037273,0.018909,0.572727,0.003545,49.454545
3715,2020-03-04,강남,0.017909,0.035364,0.5,0.003091,47.090909
3716,2020-03-05,강남,0.021,0.029727,0.427273,0.003091,37.090909
3717,2020-03-06,강남,0.046364,0.012,0.527273,0.003455,40.636364
3718,2020-03-07,강남,0.053273,0.012545,0.654545,0.003909,59.454545
3719,2020-03-08,강남,0.046727,0.023636,0.672727,0.003909,63.818182
3720,2020-03-09,강남,0.053,0.021273,0.663636,0.003636,63.454545
3721,2020-03-10,강남,0.027909,0.022545,0.572727,0.002818,47.545455
3722,2020-03-11,강남,0.016909,0.028545,0.336364,0.002909,34.909091
3723,2020-03-12,강남,0.028545,0.023364,0.409091,0.003364,33.909091
3724,2020-03-13,강남,0.016545,0.030545,0.390909,0.002727,32.363636
3725,2020-03-14,강남,0.020182,0.030273,0.409091,0.003273,37.909091
3726,2020-03-15,강남,0.015818,0.031,0.427273,0.002909,42.363636
3727,2020-03-16,강남,0.020091,0.025545,0.372727,0.002727,24.454545
3728,2020-03-17,강남,0.027818,0.024364,0.436364,0.003091,51.454545
3729,2020-03-18,강남,0.037909,0.024818,0.554545,0.004,61.0
3730,2020-03-19,강남,0.016455,0.041818,0.381818,0.003182,60.454545
3731,2020-03-20,강남,0.020273,0.026545,0.336364,0.003091,42.181818
3732,2020-03-21,강남,0.023636,0.036091,0.418182,0.003636,52.909091
3733,2020-03-22,강남,0.012,0.037182,0.345455,0.003273,41.363636
3734,2020-03-23,강남,0.029909,0.032182,0.454545,0.003909,50.0
3735,2020-03-24,강남,0.04,0.025455,0.545455,0.003818,62.363636
3736,2020-03-25,강남,0.041455,0.027909,0.527273,0.004,52.090909
3737,2020-03-26,강남,0.043091,0.026909,0.554545,0.003545,53.0
3738,2020-03-27,강남,0.018091,0.029364,0.436364,0.002727,43.545455
3739,2020-03-28,강남,0.011636,0.033182,0.290909,0.002818,33.636364
3740,2020-03-29,강남,0.019818,0.029455,0.390909,0.003182,42.181818
3741,2020-03-30,강남,0.039818,0.024545,0.509091,0.004273,54.272727
3742,2020-03-31,강남,0.047091,0.021636,0.509091,0.004091,50.818182
3743,2020-04-01,강남,0.022818,0.039364,0.454545,0.003727,72.181818
3744,2020-04-02,강남,0.027818,0.029636,0.427273,0.003182,40.272727
3745,2020-04-03,강남,0.027727,0.032545,0.490909,0.003545,57.181818
3746,2020-04-04,강남,0.015818,0.037182,0.409091,0.003091,70.454545
3747,2020-04-05,강남,0.013182,0.039091,0.345455,0.003091,46.727273
3748,2020-04-06,강남,0.031364,0.027455,0.436364,0.003364,52.909091
3749,2020-04-07,강남,0.027,0.032364,0.418182,0.004,56.909091
3750,2020-04-08,강남,0.016545,0.035909,0.345455,0.003,42.181818
3751,2020-04-09,강남,0.018727,0.035727,0.381818,0.003182,47.545455
3752,2020-04-10,강남,0.026909,0.032182,0.436364,0.003,44.545455
3753,2020-04-11,강남,0.021818,0.034091,0.381818,0.003182,36.454545
3754,2020-04-12,강남,0.015636,0.035364,0.372727,0.002636,31.090909
3755,2020-04-13,강남,0.016727,0.036273,0.290909,0.002273,22.272727
3756,2020-04-14,강남,0.031818,0.036,0.427273,0.003455,48.909091
3757,2020-04-15,강남,0.032364,0.049273,0.481818,0.003909,63.818182
3758,2020-04-16,강남,0.033818,0.039455,0.472727,0.003455,52.363636
3759,2020-04-17,강남,0.025636,0.030545,0.390909,0.002455,40.636364
3760,2020-04-18,강남,0.015818,0.034182,0.363636,0.002455,27.454545
3761,2020-04-19,강남,0.023364,0.024545,0.445455,0.002545,27.727273
3762,2020-04-20,강남,0.015909,0.035636,0.354545,0.002364,14.636364
3763,2020-04-21,강남,0.012636,0.034727,0.290909,0.002364,35.636364
3764,2020-04-22,강남,0.010364,0.030909,0.290909,0.002364,82.227273
3765,2020-04-23,강남,0.013,0.031091,0.318182,0.003,43.181818
3766,2020-04-24,강남,0.018545,0.038364,0.354545,0.003455,38.545455
3767,2020-04-25,강남,0.014364,0.050909,0.4,0.003273,58.818182
3768,2020-04-26,강남,0.011818,0.039,0.336364,0.003,29.454545
3769,2020-04-27,강남,0.022364,0.035091,0.372727,0.003364,33.909091
3770,2020-04-28,강남,0.024909,0.039136,0.390909,0.003091,35.090909
3771,2020-04-29,강남,0.020909,0.049409,0.436364,0.003364,43.363636
3772,2020-04-30,강남,0.022727,0.041136,0.372727,0.003091,34.0
3773,2020-05-01,강남,0.010273,0.042364,0.354545,0.002455,49.454545
3774,2020-05-02,강남,0.012,0.032727,0.354545,0.002455,50.0
3775,2020-05-03,강남,0.013909,0.029,0.363636,0.002364,30.727273
3776,2020-05-04,강남,0.017909,0.032909,0.354545,0.002727,33.636364
3777,2020-05-05,강남,0.026818,0.020727,0.445455,0.003545,38.636364
3778,2020-05-06,강남,0.026182,0.030909,0.4,0.003,33.363636
3779,2020-05-07,강남,0.019455,0.041,0.281818,0.002909,27.363636
3780,2020-05-08,강남,0.023818,0.039545,0.290909,0.002545,24.636364
3781,2020-05-09,강남,0.015818,0.030091,0.309091,0.002182,15.818182
3782,2020-05-10,강남,0.010455,0.0435,0.427273,0.002273,30.363636
3783,2020-05-11,강남,0.017455,0.042864,0.463636,0.002909,98.272727
3784,2020-05-12,강남,0.015818,0.035727,0.372727,0.002545,41.727273
3785,2020-05-13,강남,0.019273,0.031636,0.327273,0.002727,30.181818
3786,2020-05-14,강남,0.035727,0.026727,0.4,0.003545,39.272727
3787,2020-05-15,강남,0.027818,0.025273,0.354545,0.002545,32.0
3788,2020-05-16,강남,0.02,0.029273,0.418182,0.002364,23.272727
3789,2020-05-17,강남,0.014091,0.037364,0.427273,0.002545,40.363636
3790,2020-05-18,강남,0.023727,0.028909,0.527273,0.002636,46.363636
3791,2020-05-19,강남,0.013545,0.027636,0.336364,0.002455,15.0
3792,2020-05-20,강남,0.015364,0.024727,0.272727,0.002455,8.090909
3793,2020-05-21,강남,0.024091,0.023909,0.345455,0.002455,18.818182
3794,2020-05-22,강남,0.026545,0.034909,0.427273,0.003545,40.454545
3795,2020-05-23,강남,0.019818,0.040636,0.436364,0.004182,47.181818
3796,2020-05-24,강남,0.01,0.035545,0.309091,0.003182,23.818182
3797,2020-05-25,강남,0.021273,0.040364,0.481818,0.002818,35.909091
3798,2020-05-26,강남,0.026455,0.032364,0.463636,0.002818,38.090909
3799,2020-05-27,강남,0.018091,0.038,0.363636,0.002636,23.0
3800,2020-05-28,강남,0.021818,0.0445,0.381818,0.003455,27.181818
3801,2020-05-29,강남,0.026909,0.033455,0.409091,0.003091,34.909091
3802,2020-05-30,강남,0.027909,0.047909,0.481818,0.003182,40.909091
3803,2020-05-31,강남,0.017273,0.050955,0.454545,0.003636,39.454545
3804,2020-06-01,강남,0.012,0.040455,0.281818,0.002545,18.454545
3805,2020-06-02,강남,0.025727,0.026909,0.390909,0.002909,24.0
3806,2020-06-03,강남,0.015182,0.047864,0.390909,0.002364,46.545455
3807,2020-06-04,강남,0.013455,0.047091,0.381818,0.002364,49.181818
3808,2020-06-05,강남,0.022182,0.049,0.427273,0.002727,50.181818
3809,2020-06-06,강남,0.025727,0.052545,0.518182,0.003,59.181818
3810,2020-06-07,강남,0.010818,0.049864,0.409091,0.003091,47.818182
3811,2020-06-08,강남,0.018818,0.045955,0.390909,0.003091,43.454545
3812,2020-06-09,강남,0.027,0.043909,0.409091,0.003091,49.454545
3813,2020-06-10,강남,0.029273,0.034727,0.409091,0.003455,44.181818
3814,2020-06-11,강남,0.016182,0.033455,0.290909,0.002636,28.454545
3815,2020-06-12,강남,0.034182,0.024636,0.436364,0.003909,43.090909
3816,2020-06-13,강남,0.026818,0.052182,0.427273,0.003545,46.454545
3817,2020-06-14,강남,0.011545,0.048409,0.345455,0.002818,35.727273
3818,2020-06-15,강남,0.015545,0.042727,0.290909,0.003182,26.272727
3819,2020-06-16,강남,0.016727,0.0535,0.518182,0.003364,56.181818
3820,2020-06-17,강남,0.023364,0.053,0.536364,0.004364,50.0
3821,2020-06-18,강남,0.022727,0.043727,0.409091,0.003636,34.454545
3822,2020-06-19,강남,0.017273,0.042364,0.345455,0.002545,25.545455
3823,2020-06-20,강남,0.019545,0.046773,0.427273,0.003364,39.090909
3824,2020-06-21,강남,0.013909,0.045318,0.390909,0.002727,34.636364
3825,2020-06-22,강남,0.025364,0.044909,0.427273,0.002909,40.181818
3826,2020-06-23,강남,0.033636,0.044318,0.427273,0.003727,43.090909
3827,2020-06-24,강남,0.022273,0.031455,0.372727,0.002818,30.0
3828,2020-06-25,강남,0.014273,0.028364,0.345455,0.002455,14.181818
3829,2020-06-26,강남,0.012636,0.041,0.354545,0.002545,20.545455
3830,2020-06-27,강남,0.019182,0.041545,0.381818,0.003727,24.636364
3831,2020-06-28,강남,0.010455,0.044273,0.345455,0.002545,28.636364
3832,2020-06-29,강남,0.021636,0.030909,0.445455,0.002545,35.090909
3833,2020-06-30,강남,0.011636,0.035,0.272727,0.002273,8.727273
3834,2020-07-01,강남,0.018636,0.027818,0.345455,0.002636,19.090909
3835,2020-07-02,강남,0.018545,0.049409,0.472727,0.002909,51.909091
3836,2020-07-03,강남,0.020364,0.032636,0.454545,0.003273,44.181818
3837,2020-07-04,강남,0.014909,0.043182,0.345455,0.002727,22.727273
3838,2020-07-05,강남,0.011727,0.050364,0.363636,0.003091,28.363636
3839,2020-07-06,강남,0.019818,0.042364,0.390909,0.003,26.0
3840,2020-07-07,강남,0.016364,0.032364,0.309091,0.002727,18.0
3841,2020-07-08,강남,0.021727,0.039636,0.372727,0.002727,31.727273
3842,2020-07-09,강남,0.021364,0.044136,0.427273,0.002727,41.090909
3843,2020-07-10,강남,0.015091,0.031545,0.327273,0.002273,16.909091
3844,2020-07-11,강남,0.011091,0.034182,0.254545,0.002364,8.0
3845,2020-07-12,강남,0.011,0.027545,0.263636,0.002273,12.818182
3846,2020-07-13,강남,0.012,0.024182,0.272727,0.002182,7.454545
3847,2020-07-14,강남,0.012091,0.021909,0.263636,0.002273,6.0
3848,2020-07-15,강남,0.015,0.021273,0.290909,0.002364,11.272727
3849,2020-07-16,강남,0.025273,0.031273,0.354545,0.003273,28.909091
3850,2020-07-17,강남,0.023818,0.034091,0.418182,0.003,36.636364
3851,2020-07-18,강남,0.022455,0.042091,0.454545,0.003182,41.181818
3852,2020-07-19,강남,0.011909,0.028182,0.327273,0.002545,21.727273
3853,2020-07-20,강남,0.011091,0.029818,0.381818,0.002364,16.545455
3854,2020-07-21,강남,0.018455,0.048955,0.490909,0.002818,29.0
3855,2020-07-22,강남,0.029727,0.018818,0.509091,0.002636,23.363636
3856,2020-07-23,강남,0.018545,0.023091,0.4,0.002455,17.090909
3857,2020-07-24,강남,0.010818,0.028182,0.263636,0.002364,5.727273
3858,2020-07-25,강남,0.011273,0.019545,0.254545,0.002455,5.545455
3859,2020-07-26,강남,0.011,0.029091,0.272727,0.002636,8.818182
3860,2020-07-27,강남,0.019636,0.015727,0.363636,0.002364,16.454545
3861,2020-07-28,강남,0.021,0.013818,0.354545,0.002364,13.454545
3862,2020-07-29,강남,0.022727,0.010727,0.4,0.002545,11.454545
3863,2020-07-30,강남,0.018909,0.022818,0.390909,0.002727,20.090909
3864,2020-07-31,강남,0.017455,0.024182,0.363636,0.003,24.454545
3865,2020-08-01,강남,0.011545,0.008455,0.263636,0.002636,16.272727
3866,2020-08-02,강남,0.010182,0.017,0.254545,0.002182,12.0
3867,2020-08-03,강남,0.012818,0.015273,0.254545,0.002182,15.090909
3868,2020-08-04,강남,0.009455,0.009364,0.227273,0.002545,39.727273
3869,2020-08-05,강남,0.013909,0.006455,0.281818,0.002455,36.363636
3870,2020-08-06,강남,0.012091,0.017818,0.236364,0.002364,15.727273
3871,2020-08-07,강남,0.020545,0.016636,0.345455,0.003273,28.181818
3872,2020-08-08,강남,0.017364,0.011273,0.354545,0.002545,14.454545
3873,2020-08-09,강남,0.008818,0.016455,0.263636,0.002455,10.454545
3874,2020-08-10,강남,0.015273,0.008273,0.281818,0.002545,13.272727
3875,2020-08-11,강남,0.019455,0.022364,0.318182,0.002636,10.0
3876,2020-08-12,강남,0.022273,0.018727,0.354545,0.002636,23.636364
3877,2020-08-13,강남,0.014545,0.024,0.263636,0.002727,25.909091
3878,2020-08-14,강남,0.013091,0.032091,0.309091,0.002909,32.545455
3879,2020-08-15,강남,0.015091,0.039909,0.372727,0.002818,38.545455
3880,2020-08-16,강남,0.013818,0.018182,0.236364,0.002818,22.636364
3881,2020-08-17,강남,0.01,0.022636,0.236364,0.002818,25.090909
3882,2020-08-18,강남,0.017091,0.022091,0.3,0.003182,34.454545
3883,2020-08-19,강남,0.015273,0.014545,0.245455,0.003182,44.181818
3884,2020-08-20,강남,0.018545,0.022455,0.290909,0.003091,39.090909
3885,2020-08-21,강남,0.022273,0.013364,0.327273,0.002909,31.0
3886,2020-08-22,강남,0.018909,0.014818,0.327273,0.002727,18.818182
3887,2020-08-23,강남,0.013,0.025545,0.281818,0.002818,13.454545
3888,2020-08-24,강남,0.019091,0.023636,0.318182,0.003,22.909091
3889,2020-08-25,강남,0.017636,0.023455,0.281818,0.003182,33.0
3890,2020-08-26,강남,0.016273,0.021182,0.281818,0.002818,26.0
3891,2020-08-27,강남,0.010909,0.027364,0.290909,0.002818,20.909091
3892,2020-08-28,강남,0.019091,0.022091,0.363636,0.002727,23.636364
3893,2020-08-29,강남,0.016,0.014364,0.327273,0.002727,17.181818
3894,2020-08-30,강남,0.011455,0.025,0.290909,0.002545,16.090909
3895,2020-08-31,강남,0.015727,0.018455,0.3,0.002364,10.636364
3896,2020-09-01,강남,0.018818,0.024364,0.309091,0.002727,16.909091
3897,2020-09-02,강남,0.019,0.008909,0.363636,0.002727,14.636364
3898,2020-09-03,강남,0.007455,0.035545,0.290909,0.002545,13.545455
3899,2020-09-04,강남,0.014818,0.040455,0.345455,0.003182,22.090909
3900,2020-09-05,강남,0.024545,0.033455,0.427273,0.002818,32.545455
3901,2020-09-06,강남,0.013091,0.026545,0.372727,0.002636,22.909091
3902,2020-09-07,강남,0.009273,0.032273,0.290909,0.002182,5.090909
3903,2020-09-08,강남,0.010364,0.041909,0.3,0.002636,23.363636
3904,2020-09-09,강남,0.017455,0.036455,0.4,0.002727,28.727273
3905,2020-09-10,강남,0.02,0.038455,0.427273,0.002909,27.454545
3906,2020-09-11,강남,0.023,0.023,0.436364,0.002727,27.545455
3907,2020-09-12,강남,0.014364,0.025091,0.336364,0.002273,10.636364
3908,2020-09-13,강남,0.008636,0.024545,0.281818,0.002364,7.545455
3909,2020-09-14,강남,0.018,0.025818,0.4,0.002909,21.272727
3910,2020-09-15,강남,0.022455,0.032818,0.445455,0.002909,34.636364
3911,2020-09-16,강남,0.020091,0.027636,0.363636,0.003182,25.363636
3912,2020-09-17,강남,0.021273,0.021727,0.336364,0.003091,22.545455
3913,2020-09-18,강남,0.017182,0.034182,0.336364,0.003182,22.090909
3914,2020-09-19,강남,0.016727,0.033727,0.354545,0.002818,19.181818
3915,2020-09-20,강남,0.011818,0.030545,0.336364,0.003,18.363636
3916,2020-09-21,강남,0.025455,0.017182,0.4,0.002818,24.909091
3917,2020-09-22,강남,0.017091,0.021364,0.327273,0.002545,15.0
3918,2020-09-23,강남,0.012182,0.025273,0.3,0.002273,9.0
